ci_estudiante,ci_est_dpto,materia,ci_docente,ci_doc_dpto,periodo,nota,observaciones
4896040,LP,EST440,6815832,LP,I-2001,94,Aprobado
8310941,LP,EST392,6855569,LP,II-2002,51,Aprobado
6134388,LP,MAT270,4847126,LP,II-2006,34,Reprobado
8310941,LP,INF120,4896040,LP,I-2014,29,Reprobado
6833022,LP,MAT120,6169847,LP,I-2011,16,Reprobado
4913574,LP,EST280,5966709,LP,II-2005,89,Aprobado
4312014,LP,INF236,6778337,LP,I-2013,14,Reprobado
5998313,LP,INF391,6139832,LP,I-2013,3,Reprobado
3459074,LP,MAT320,8441626,LP,I-2003,2,Reprobado
4312014,LP,MAT320,8306245,LP,II-2009,58,Aprobado
6085474,LP,EST140,7007126,LP,I-2002,76,Aprobado
6143079,LP,INF324,6745690,LP,II-2002,15,Reprobado
6085474,LP,INF120,6755399,LP,I-2003,7,Reprobado
9236298,LP,EST392,5994785,LP,I-2006,78,Aprobado
6815832,LP,INF120,6140134,LP,I-2001,64,Aprobado
6051475,LP,EST392,6056909,LP,II-2000,71,Aprobado
6140134,LP,INF236,4874363,LP,II-2000,79,Aprobado
6900933,LP,EST140,6852438,LP,I-2010,12,Reprobado
8323749,LP,INF120,6131932,LP,I-2012,26,Reprobado
6030223,LP,MAT270,5998313,LP,II-2005,83,Aprobado
9944703,LP,INF236,6776752,LP,II-2005,36,Reprobado
7007827,LP,INF236,6755399,LP,II-2010,5,Reprobado
4924229,LP,EST440,5994785,LP,I-2006,12,Reprobado
6855569,LP,EST440,4874363,LP,II-2013,61,Aprobado
8323895,LP,FIS100,6087357,LP,II-2005,58,Aprobado
8342748,LP,INF324,6056909,LP,II-2001,24,Reprobado
6793993,LP,EST440,6858270,LP,II-2012,0,Abandono
6095371,LP,INF236,6030223,LP,I-2008,100,Aprobado
6167607,LP,EST440,6049205,LP,I-2013,51,Aprobado
4896040,LP,INF324,4874363,LP,I-2001,53,Aprobado
6872212,LP,MAT270,6837306,LP,I-2002,47,Reprobado
6764063,LP,FIS100,6761652,LP,II-2014,65,Aprobado
4892034,LP,EST440,5966709,LP,II-2014,47,Reprobado
6858879,LP,EST280,6764063,LP,I-2007,19,Reprobado
6858879,LP,EST440,4949063,LP,I-2011,57,Aprobado
8441626,LP,EST140,6720620,LP,II-2003,14,Reprobado
6761652,LP,INF120,4760216,LP,I-2006,86,Aprobado
4837304,LP,EST392,6824998,LP,I-2008,48,Reprobado
6131932,LP,EST280,4892034,LP,II-2012,7,Reprobado
8291673,LP,EST140,4847126,LP,I-2011,32,Reprobado
6830287,LP,INF120,8342748,LP,II-2014,19,Reprobado
6751047,LP,INF324,4758753,LP,II-2010,19,Reprobado
6788550,LP,INF324,6765608,LP,II-2006,43,Reprobado
9216537,LP,INF120,6049205,LP,I-2010,32,Reprobado
8306245,LP,INF236,4826389,LP,II-2012,79,Aprobado
9112023,LP,EST140,4949063,LP,I-2014,67,Aprobado
8337111,LP,FIS100,6765381,LP,II-2001,15,Reprobado
9216537,LP,INF120,538893,VE,I-2003,37,Reprobado
7001437,LP,MAT120,4898251,LP,I-2012,83,Aprobado
6167607,LP,EST280,6780733,LP,II-2009,20,Reprobado
4921900,LP,INF320,6723965,LP,I-2008,48,Reprobado
6793993,LP,INF120,4758753,LP,I-2008,91,Aprobado
6025769,LP,FIS100,5977396,LP,II-2005,85,Aprobado
4760216,LP,MAT270,6765381,LP,II-2005,94,Aprobado
4837304,LP,INF236,6139832,LP,I-2002,58,Aprobado
6761652,LP,INF236,4875775,LP,II-2009,3,Reprobado
8406121,LP,EST280,7007126,LP,I-2004,34,Reprobado
6948542,LP,MAT270,6131932,LP,II-2007,73,Aprobado
6789190,LP,INF120,4760216,LP,I-2001,22,Reprobado
4891593,LP,EST140,6824136,LP,I-2011,97,Aprobado
8305840,LP,INF320,6020916,LP,II-2000,91,Aprobado
6191127,LP,EST280,5975560,LP,II-2003,38,Reprobado
5941682,LP,EST440,6869689,LP,I-2014,17,Reprobado
5977801,LP,INF120,5975560,LP,II-2004,94,Aprobado
6948818,LP,EST280,6018908,LP,I-2007,11,Reprobado
6189606,LP,FIS100,6948542,LP,II-2009,51,Aprobado
6720620,LP,INF391,6852438,LP,I-2007,52,Aprobado
6800465,LP,FIS100,4758753,LP,II-2007,65,Aprobado
6094524,LP,MAT270,4844828,LP,I-2002,92,Aprobado
6998038,LP,EST140,4892034,LP,II-2010,48,Reprobado
5977396,LP,INF120,6009256,LP,II-2008,13,Reprobado
6753182,LP,INF320,7023542,LP,II-2005,59,Aprobado
4856270,LP,INF391,4837464,LP,I-2012,2,Reprobado
8306245,LP,EST280,4856270,LP,I-2007,28,Reprobado
4774159,LP,INF120,6755399,LP,II-2012,40,Reprobado
6851673,LP,MAT120,4758753,LP,II-2009,50,Reprobado
6020916,LP,INF120,538893,VE,II-2008,38,Reprobado
4780169,LP,EST440,6745690,LP,I-2014,40,Reprobado
6951609,LP,INF325,8441626,LP,II-2010,47,Reprobado
4921900,LP,EST440,5977396,LP,II-2004,10,Reprobado
6942105,LP,EST392,7007126,LP,I-2003,83,Aprobado
4777949,LP,EST280,6824998,LP,I-2003,100,Aprobado
6733281,LP,INF120,6720620,LP,II-2006,84,Aprobado
4896040,LP,MAT270,6858879,LP,II-2001,75,Aprobado
6998038,LP,INF391,6131932,LP,I-2008,82,Aprobado
6798702,LP,EST392,4312014,LP,II-2010,97,Aprobado
9179201,LP,INF325,6761652,LP,I-2008,51,Aprobado
6814638,LP,INF320,6018908,LP,I-2008,53,Aprobado
6793993,LP,MAT270,6853401,LP,I-2003,56,Aprobado
4837464,LP,INF325,6824998,LP,II-2000,67,Aprobado
6051475,LP,EST280,6815832,LP,II-2012,84,Aprobado
5981213,LP,INF324,4856270,LP,I-2008,68,Aprobado
5975080,LP,EST392,8441626,LP,I-2009,100,Aprobado
8291673,LP,EST440,2622011,LP,I-2000,54,Aprobado
6869689,LP,INF325,4760216,LP,II-2004,50,Reprobado
6942105,LP,MAT120,6140134,LP,I-2005,84,Aprobado
4780169,LP,INF236,6778337,LP,II-2000,86,Aprobado
6998038,LP,INF325,5975560,LP,I-2007,12,Reprobado
8306245,LP,INF236,4830306,LP,II-2003,92,Aprobado
6853401,LP,INF325,4852497,LP,I-2005,19,Reprobado
8291287,LP,INF325,6144341,LP,II-2007,20,Reprobado
6862348,LP,MAT120,6720620,LP,II-2012,18,Reprobado
9944703,LP,INF320,6776752,LP,I-2002,95,Aprobado
5960219,LP,EST280,6858270,LP,I-2011,79,Aprobado
5604693,BN,INF236,4875775,LP,I-2006,2,Reprobado
8321673,LP,INF320,6761652,LP,II-2009,80,Aprobado
6733281,LP,INF391,6780733,LP,I-2006,55,Aprobado
4847126,LP,INF324,6085474,LP,II-2013,74,Aprobado
6838626,LP,FIS100,6020916,LP,II-2014,66,Aprobado
6825876,LP,EST280,4874363,LP,I-2001,28,Reprobado
5994995,LP,EST392,6759045,LP,II-2000,60,Aprobado
7290420,OR,MAT120,538893,VE,I-2005,24,Reprobado
6095371,LP,INF320,6049205,LP,II-2004,18,Reprobado
6126334,LP,INF320,6723965,LP,II-2003,8,Reprobado
6723965,LP,MAT270,4856270,LP,I-2003,86,Aprobado
8342748,LP,EST280,4837464,LP,II-2008,61,Aprobado
6869126,LP,EST140,5998313,LP,I-2005,22,Reprobado
8305840,LP,MAT270,6778337,LP,II-2012,38,Reprobado
3483848,LP,EST440,6182990,LP,II-2011,48,Reprobado
4852497,LP,EST440,6095371,LP,I-2013,25,Reprobado
4892034,LP,EST140,5994785,LP,I-2010,0,Abandono
6196542,LP,INF120,6761652,LP,I-2002,41,Reprobado
4784615,LP,MAT320,4774159,LP,II-2011,40,Reprobado
6800465,LP,EST440,8342748,LP,II-2005,86,Aprobado
4924998,LP,INF120,6780733,LP,I-2006,38,Reprobado
6086670,LP,EST392,6764063,LP,II-2005,6,Reprobado
6059227,LP,INF120,6759045,LP,I-2014,87,Aprobado
6861908,LP,INF236,2622011,LP,II-2004,29,Reprobado
4965844,LP,EST440,4898251,LP,II-2004,19,Reprobado
4847126,LP,FIS100,4312014,LP,I-2008,74,Aprobado
6869126,LP,INF324,8321673,LP,II-2014,55,Aprobado
8291673,LP,INF236,6150506,LP,I-2005,40,Reprobado
5979287,LP,INF120,4928737,LP,II-2004,36,Reprobado
6788550,LP,FIS100,6837306,LP,II-2008,91,Aprobado
6837306,LP,INF320,6858879,LP,I-2007,96,Aprobado
4250338,LP,INF391,3459074,LP,I-2000,25,Reprobado
8469272,LP,EST392,6948542,LP,II-2001,48,Reprobado
4949063,LP,EST440,6869689,LP,I-2005,63,Aprobado
6778337,LP,INF324,6049205,LP,II-2010,100,Aprobado
6031586,LP,INF236,4774159,LP,II-2000,50,Reprobado
4830306,LP,MAT320,6087357,LP,I-2000,86,Aprobado
6759045,LP,EST440,5966709,LP,I-2013,17,Reprobado
6149357,LP,INF236,6720620,LP,II-2014,40,Reprobado
6049205,LP,EST392,6765608,LP,I-2010,93,Aprobado
6169847,LP,INF391,6020916,LP,II-2011,32,Reprobado
4830306,LP,INF324,4826389,LP,II-2002,25,Reprobado
6861908,LP,INF325,4892034,LP,II-2003,82,Aprobado
6869689,LP,INF236,6837306,LP,I-2014,28,Reprobado
6759045,LP,INF324,6144341,LP,II-2008,52,Aprobado
9248643,LP,FIS100,6150980,LP,I-2001,51,Aprobado
8346210,LP,INF120,6905510,LP,II-2009,41,Reprobado
8306273,LP,MAT320,4892034,LP,II-2010,4,Reprobado
6905510,LP,FIS100,6833022,LP,I-2000,33,Reprobado
6020916,LP,INF391,6798702,LP,I-2005,37,Reprobado
6849369,LP,INF324,6720620,LP,II-2001,77,Aprobado
6189606,LP,INF325,6131932,LP,II-2007,49,Reprobado
6025769,LP,EST280,7290420,OR,II-2006,87,Aprobado
6764063,LP,INF391,4874363,LP,II-2014,17,Reprobado
8324817,LP,EST440,6169847,LP,I-2008,95,Aprobado
4792347,LP,EST392,3459074,LP,II-2003,18,Reprobado
5975080,LP,MAT320,4774159,LP,I-2014,42,Reprobado
6833022,LP,INF120,4826389,LP,I-2011,5,Reprobado
6942105,LP,INF320,6858879,LP,II-2012,43,Reprobado
4777949,LP,INF120,4874363,LP,I-2000,71,Aprobado
4822122,LP,MAT270,4844828,LP,I-2007,2,Reprobado
6948332,LP,INF324,6169847,LP,I-2010,41,Reprobado
4826369,LP,EST440,4874363,LP,II-2013,64,Aprobado
6144520,LP,MAT320,6759045,LP,II-2009,19,Reprobado
6838626,LP,EST280,6085474,LP,II-2002,53,Aprobado
6852438,LP,INF325,2622011,LP,I-2008,29,Reprobado
6182340,LP,INF391,4965844,LP,II-2007,53,Aprobado
6025769,LP,INF324,3459074,LP,II-2013,50,Reprobado
6942105,LP,INF391,6798702,LP,II-2005,58,Aprobado
8328821,LP,FIS100,4830306,LP,I-2011,26,Reprobado
4852497,LP,EST392,4774159,LP,II-2003,7,Reprobado
8310941,LP,EST140,5977396,LP,I-2000,11,Reprobado
9179201,LP,INF325,4760216,LP,I-2010,10,Reprobado
4949063,LP,EST440,6144341,LP,I-2010,50,Reprobado
7048950,LP,INF391,5977396,LP,II-2008,54,Aprobado
6009256,LP,INF391,6764063,LP,I-2001,50,Reprobado
8346639,LP,INF324,6824136,LP,II-2000,6,Reprobado
6182990,LP,EST280,6720620,LP,I-2013,56,Aprobado
4758753,LP,INF320,6852438,LP,I-2013,75,Aprobado
6869689,LP,INF325,6131932,LP,I-2001,7,Reprobado
6009256,LP,EST280,2622011,LP,I-2012,40,Reprobado
6020916,LP,MAT320,538893,VE,II-2013,33,Reprobado
7023542,LP,EST392,4826389,LP,I-2012,24,Reprobado
8412330,LP,INF236,6858270,LP,II-2003,25,Reprobado
8323749,LP,EST280,5975560,LP,II-2004,44,Reprobado
6800465,LP,FIS100,6815832,LP,I-2010,38,Reprobado
6720982,LP,MAT270,4852497,LP,I-2012,85,Aprobado
5968381,LP,INF320,6020916,LP,I-2005,20,Reprobado
6094524,LP,EST140,6009256,LP,I-2006,67,Aprobado
6025769,LP,EST440,5998313,LP,I-2005,37,Reprobado
6167607,LP,MAT270,6826200,LP,I-2008,86,Aprobado
6720982,LP,EST392,6855569,LP,II-2010,32,Reprobado
6761652,LP,INF120,6150980,LP,II-2006,66,Aprobado
6010843,LP,EST280,6720620,LP,II-2005,15,Reprobado
8346210,LP,FIS100,6720620,LP,I-2014,88,Aprobado
4875775,LP,INF324,7023542,LP,II-2006,55,Aprobado
6095371,LP,INF325,6815832,LP,II-2010,46,Reprobado
6056909,LP,INF391,6150980,LP,I-2004,88,Aprobado
6051475,LP,EST140,4760216,LP,II-2011,49,Reprobado
4913574,LP,INF324,6837306,LP,II-2005,65,Aprobado
4837464,LP,MAT270,6853401,LP,I-2011,72,Aprobado
6139832,LP,INF325,6948542,LP,II-2009,28,Reprobado
7007126,LP,MAT120,6131932,LP,II-2014,34,Reprobado
4892034,LP,INF236,6798702,LP,I-2001,81,Aprobado
6150980,LP,EST440,5801726,TJ,II-2004,52,Aprobado
6798702,LP,INF236,6140134,LP,I-2003,19,Reprobado
5940612,LP,INF325,4758753,LP,II-2009,35,Reprobado
6869126,LP,INF391,6182990,LP,I-2010,9,Reprobado
8264238,LP,MAT120,6169847,LP,II-2010,12,Reprobado
6835293,LP,INF325,4949063,LP,I-2012,94,Aprobado
4894944,LP,MAT320,5994785,LP,II-2014,82,Aprobado
5975080,LP,MAT120,8441626,LP,II-2010,79,Aprobado
6134388,LP,MAT120,4847126,LP,I-2013,16,Reprobado
8291673,LP,EST140,6852438,LP,II-2011,29,Reprobado
8425764,LP,INF320,6144341,LP,II-2013,21,Reprobado
5966709,LP,INF236,4896040,LP,I-2009,71,Aprobado
6150506,LP,INF236,6095371,LP,II-2011,39,Reprobado
6759045,LP,MAT320,6764063,LP,I-2002,93,Aprobado
7023542,LP,EST440,4965844,LP,II-2000,81,Aprobado
4774159,LP,MAT320,7023542,LP,II-2011,87,Aprobado
6753182,LP,EST280,0,LP,II-2006,31,Reprobado
6020916,LP,MAT320,4830306,LP,I-2001,9,Reprobado
8323895,LP,MAT120,6030223,LP,I-2009,55,Aprobado
6800465,LP,MAT320,4826389,LP,I-2013,50,Reprobado
4913574,LP,EST280,4856270,LP,II-2005,38,Reprobado
6196542,LP,EST280,7290420,OR,II-2012,51,Aprobado
6131932,LP,INF324,6049205,LP,I-2014,85,Aprobado
5941682,LP,EST280,6153276,LP,I-2010,81,Aprobado
4923886,LP,INF391,4844828,LP,I-2012,17,Reprobado
6009256,LP,EST280,6056909,LP,II-2010,65,Aprobado
7001437,LP,EST140,6030223,LP,I-2005,8,Reprobado
8321330,LP,MAT120,4852497,LP,II-2010,3,Reprobado
7048950,LP,INF120,6761652,LP,I-2003,73,Aprobado
4811882,LP,EST392,6824136,LP,I-2001,46,Reprobado
5975080,LP,MAT120,4760216,LP,I-2009,49,Reprobado
6018908,LP,INF325,6087357,LP,II-2010,52,Aprobado
6851673,LP,MAT270,5977396,LP,II-2003,15,Reprobado
5940612,LP,EST140,5801726,TJ,I-2013,18,Reprobado
8321330,LP,INF391,6824136,LP,I-2004,51,Aprobado
6791239,LP,EST280,6826200,LP,II-2007,4,Reprobado
4852497,LP,INF391,6049205,LP,I-2014,92,Aprobado
6780733,LP,INF236,4928737,LP,II-2002,6,Reprobado
6143079,LP,INF320,5994785,LP,I-2007,27,Reprobado
8342748,LP,EST280,6745690,LP,II-2000,62,Aprobado
6837306,LP,INF320,6085474,LP,II-2010,13,Reprobado
6087357,LP,INF320,6087357,LP,II-2009,58,Aprobado
6031586,LP,MAT120,6056909,LP,II-2008,30,Reprobado
4760216,LP,INF391,4892034,LP,II-2002,2,Reprobado
8328821,LP,MAT320,4312014,LP,II-2010,66,Aprobado
6827375,LP,EST392,4826389,LP,I-2012,64,Aprobado
6131932,LP,INF325,6723965,LP,I-2010,65,Aprobado
6144341,LP,INF236,7023542,LP,I-2001,12,Reprobado
4913574,LP,EST280,6852438,LP,II-2004,50,Reprobado
9248643,LP,INF325,6030223,LP,II-2006,10,Reprobado
6751497,LP,MAT320,6085474,LP,I-2003,49,Reprobado
6858270,LP,MAT270,6833022,LP,I-2003,71,Aprobado
6800465,LP,EST280,5960219,LP,II-2011,39,Reprobado
5981213,LP,MAT120,6723965,LP,I-2006,78,Aprobado
6838626,LP,MAT320,6826200,LP,I-2011,41,Reprobado
6830287,LP,EST140,6030223,LP,I-2000,0,Abandono
6798702,LP,MAT320,6144341,LP,II-2005,19,Reprobado
7038942,LP,EST440,6736701,LP,II-2009,20,Reprobado
5994785,LP,INF120,6169847,LP,II-2004,20,Reprobado
4874363,LP,EST140,4874363,LP,I-2001,9,Reprobado
4874363,LP,INF120,6948542,LP,I-2007,69,Aprobado
6139832,LP,EST440,8321673,LP,II-2000,96,Aprobado
4780169,LP,FIS100,6855569,LP,I-2004,43,Reprobado
6798702,LP,FIS100,6745690,LP,II-2013,15,Reprobado
4921900,LP,EST140,5994785,LP,II-2013,71,Aprobado
6837306,LP,INF324,6153276,LP,I-2001,57,Aprobado
7007126,LP,EST440,4856270,LP,II-2007,10,Reprobado
6888435,LP,INF236,4760216,LP,II-2003,85,Aprobado
6830287,LP,MAT270,6948542,LP,I-2007,65,Aprobado
6153276,LP,INF325,5960219,LP,II-2012,25,Reprobado
6900933,LP,INF324,4758753,LP,I-2012,19,Reprobado
7001820,LP,EST140,7007126,LP,I-2012,35,Reprobado
6872212,LP,EST280,6150506,LP,I-2003,100,Aprobado
6169410,LP,EST140,4847126,LP,II-2003,94,Aprobado
6892945,LP,FIS100,6853401,LP,II-2008,68,Aprobado
6855569,LP,INF325,6009256,LP,II-2002,95,Aprobado
5977396,LP,MAT320,3483848,LP,II-2003,85,Aprobado
6144341,LP,FIS100,6764063,LP,II-2011,70,Aprobado
8469272,LP,EST280,4830306,LP,I-2012,68,Aprobado
4921900,LP,MAT320,6824136,LP,II-2005,59,Aprobado
6143079,LP,INF236,8441626,LP,II-2011,55,Aprobado
5981213,LP,EST280,4856270,LP,II-2001,51,Aprobado
8342748,LP,EST392,4852497,LP,II-2012,59,Aprobado
8323749,LP,EST440,6798702,LP,I-2000,74,Aprobado
6030223,LP,INF325,6143079,LP,II-2002,83,Aprobado
6182990,LP,EST392,4875775,LP,I-2013,56,Aprobado
8356505,LP,INF325,4826389,LP,I-2004,89,Aprobado
5981213,LP,EST140,6144341,LP,I-2012,27,Reprobado
6745690,LP,EST440,6905510,LP,II-2011,11,Reprobado
6189606,LP,MAT320,5960219,LP,I-2010,4,Reprobado
6852438,LP,MAT320,6948542,LP,II-2003,66,Aprobado
4780169,LP,INF120,7290420,OR,II-2002,3,Reprobado
4760216,LP,EST140,4760216,LP,II-2002,42,Reprobado
5960219,LP,INF120,4774159,LP,I-2002,68,Aprobado
6051475,LP,INF325,4875775,LP,II-2011,76,Aprobado
6755399,LP,MAT270,6755399,LP,I-2013,5,Reprobado
6174448,LP,EST392,6095371,LP,II-2009,49,Reprobado
8333851,LP,INF320,4898251,LP,II-2011,93,Aprobado
6140134,LP,INF391,6745690,LP,I-2010,48,Reprobado
4774159,LP,FIS100,6139832,LP,II-2011,19,Reprobado
4874363,LP,INF120,8441626,LP,II-2001,92,Aprobado
5975080,LP,INF236,4837464,LP,I-2006,62,Aprobado
8323749,LP,EST392,6144341,LP,II-2001,87,Aprobado
8315770,LP,INF324,6139832,LP,I-2005,6,Reprobado
5977801,LP,INF236,5998313,LP,II-2002,75,Aprobado
6948332,LP,EST440,6905510,LP,II-2007,68,Aprobado
8406121,LP,INF324,6745690,LP,I-2009,100,Aprobado
6720982,LP,EST140,6720620,LP,I-2010,29,Reprobado
8323895,LP,EST140,7007126,LP,II-2002,14,Reprobado
6789190,LP,INF236,6143079,LP,II-2010,45,Reprobado
6793993,LP,EST280,6030223,LP,II-2013,34,Reprobado
7038942,LP,FIS100,6853401,LP,II-2007,46,Reprobado
6858270,LP,INF391,4837464,LP,II-2000,98,Aprobado
9101758,LP,INF391,4837464,LP,I-2014,33,Reprobado
8323749,LP,INF320,4830306,LP,II-2010,69,Aprobado
6892945,LP,INF320,6833022,LP,II-2014,6,Reprobado
4830306,LP,MAT320,2622011,LP,I-2004,82,Aprobado
6765381,LP,INF325,3459074,LP,II-2004,58,Aprobado
7290420,OR,MAT320,4892034,LP,I-2011,75,Aprobado
6030223,LP,INF391,6139832,LP,II-2011,0,Abandono
6838626,LP,INF325,6139832,LP,I-2000,69,Aprobado
4875775,LP,INF320,6765608,LP,I-2010,0,Abandono
4856270,LP,FIS100,6020916,LP,II-2007,49,Reprobado
4856270,LP,INF236,4874363,LP,I-2009,27,Reprobado
6951609,LP,EST280,6153276,LP,I-2011,97,Aprobado
9112023,LP,MAT320,6798702,LP,II-2008,100,Aprobado
9214751,LP,INF324,7023542,LP,I-2004,11,Reprobado
4811882,LP,EST440,8321673,LP,II-2003,96,Aprobado
5977396,LP,EST280,6720620,LP,II-2001,9,Reprobado
6149905,LP,EST392,6815832,LP,II-2007,80,Aprobado
5981213,LP,FIS100,7290420,OR,II-2000,3,Reprobado
6144520,LP,FIS100,6087357,LP,I-2013,9,Reprobado
9248643,LP,FIS100,6131932,LP,II-2007,65,Aprobado
4928737,LP,INF391,8441626,LP,II-2014,22,Reprobado
6964230,LP,INF236,6888435,LP,II-2000,44,Reprobado
5604693,BN,INF391,6020916,LP,II-2000,77,Aprobado
6948818,LP,EST392,8342748,LP,I-2003,46,Reprobado
4874363,LP,FIS100,6755399,LP,II-2006,17,Reprobado
4921900,LP,MAT120,5981213,LP,II-2000,4,Reprobado
6964230,LP,FIS100,5994785,LP,II-2007,14,Reprobado
4896040,LP,INF236,6131932,LP,II-2008,43,Reprobado
6153276,LP,FIS100,4844828,LP,II-2009,90,Aprobado
6851639,LP,MAT270,4830306,LP,I-2002,74,Aprobado
2622011,LP,INF236,6858879,LP,II-2013,92,Aprobado
6778337,LP,INF325,5975560,LP,I-2008,0,Abandono
6018908,LP,INF120,6852438,LP,I-2004,43,Reprobado
4923886,LP,EST440,6140134,LP,II-2004,10,Reprobado
6837306,LP,INF325,6759045,LP,I-2012,75,Aprobado
6814638,LP,MAT270,3459074,LP,I-2008,100,Aprobado
6851639,LP,MAT270,5994785,LP,I-2001,24,Reprobado
6106186,LP,MAT120,5994785,LP,II-2007,82,Aprobado
8328821,LP,EST280,6765381,LP,II-2005,49,Reprobado
4913514,LP,EST280,6056909,LP,II-2000,97,Aprobado
4792347,LP,INF320,6798702,LP,II-2003,57,Aprobado
6139832,LP,FIS100,6755399,LP,I-2005,52,Aprobado
6759045,LP,EST280,6153276,LP,I-2007,94,Aprobado
6191127,LP,MAT120,2622011,LP,II-2005,12,Reprobado
6761652,LP,MAT270,6759045,LP,II-2005,0,Abandono
6751047,LP,FIS100,6888435,LP,I-2003,100,Aprobado
6182990,LP,EST392,6776752,LP,I-2004,41,Reprobado
8291287,LP,INF391,6858270,LP,I-2010,8,Reprobado
6791239,LP,INF391,6720620,LP,II-2000,1,Reprobado
6852438,LP,INF120,5977396,LP,I-2005,32,Reprobado
4847126,LP,INF325,6948542,LP,I-2006,30,Reprobado
4965844,LP,INF391,6736701,LP,I-2013,14,Reprobado
5975560,LP,EST140,7023542,LP,II-2001,32,Reprobado
9944703,LP,INF391,3483848,LP,I-2011,41,Reprobado
6888435,LP,INF120,4826389,LP,II-2005,58,Aprobado
6852636,LP,EST280,6833022,LP,II-2011,47,Reprobado
6087357,LP,EST140,5801726,TJ,II-2001,42,Reprobado
6059227,LP,MAT320,8306245,LP,II-2011,14,Reprobado
8342748,LP,EST392,4949063,LP,II-2002,50,Reprobado
6800465,LP,INF236,8342748,LP,II-2007,48,Reprobado
6753182,LP,EST392,8441626,LP,I-2006,27,Reprobado
4891593,LP,EST280,4774159,LP,I-2000,81,Aprobado
5964988,LP,EST440,5966709,LP,I-2004,79,Aprobado
4928737,LP,MAT320,4898251,LP,II-2001,34,Reprobado
4949063,LP,INF120,6056909,LP,I-2011,71,Aprobado
4830306,LP,INF391,6761652,LP,II-2004,41,Reprobado
8260146,LP,INF391,6776752,LP,I-2003,33,Reprobado
8324817,LP,EST140,5975560,LP,I-2006,26,Reprobado
6057424,LP,MAT120,6144341,LP,I-2011,57,Aprobado
6826200,LP,MAT120,6087357,LP,I-2007,36,Reprobado
8321330,LP,EST280,6085474,LP,I-2010,86,Aprobado
4837464,LP,INF120,2622011,LP,II-2004,61,Aprobado
6139832,LP,INF324,5994785,LP,II-2010,10,Reprobado
6049205,LP,EST440,5977396,LP,I-2007,26,Reprobado
8432254,LP,INF325,6755399,LP,II-2011,24,Reprobado
6143079,LP,INF391,2622011,LP,I-2006,59,Aprobado
6833022,LP,INF391,4312014,LP,I-2000,16,Reprobado
6051475,LP,FIS100,6150506,LP,II-2001,37,Reprobado
4830306,LP,INF325,7290420,OR,I-2011,2,Reprobado
6144341,LP,INF391,6169847,LP,II-2004,67,Aprobado
4913574,LP,EST440,4844828,LP,II-2004,10,Reprobado
6753182,LP,FIS100,6855569,LP,II-2010,72,Aprobado
8305840,LP,EST280,5977396,LP,II-2014,87,Aprobado
6948332,LP,EST140,6720620,LP,II-2012,4,Reprobado
6869126,LP,INF325,6131932,LP,II-2000,84,Aprobado
7048950,LP,FIS100,5977396,LP,II-2004,39,Reprobado
8291287,LP,INF324,7023542,LP,II-2004,7,Reprobado
6838626,LP,EST280,4847126,LP,II-2013,65,Aprobado
4894944,LP,INF324,6824998,LP,I-2005,40,Reprobado
6094524,LP,EST140,6745690,LP,I-2002,18,Reprobado
3483848,LP,INF320,4896040,LP,II-2004,75,Aprobado
8305840,LP,MAT320,6139832,LP,II-2007,56,Aprobado
6798702,LP,MAT270,4837464,LP,II-2008,85,Aprobado
6844312,LP,EST392,6869689,LP,II-2005,69,Aprobado
8291287,LP,INF325,6087357,LP,I-2011,88,Aprobado
6824136,LP,MAT320,4847126,LP,II-2013,35,Reprobado
6844312,LP,INF120,6764063,LP,II-2013,5,Reprobado
6077866,LP,EST140,6759045,LP,I-2009,8,Reprobado
8321673,LP,MAT270,6150980,LP,II-2013,27,Reprobado
4250338,LP,INF236,4892034,LP,II-2011,86,Aprobado
7034372,LP,EST392,4847126,LP,II-2011,41,Reprobado
6892945,LP,INF120,4312014,LP,I-2006,71,Aprobado
4892034,LP,MAT270,5977396,LP,I-2000,14,Reprobado
6869597,LP,EST280,5994785,LP,I-2005,80,Aprobado
6057424,LP,FIS100,4312014,LP,II-2005,14,Reprobado
9248643,LP,INF320,6057424,LP,II-2012,34,Reprobado
5977396,LP,EST140,4837464,LP,II-2007,22,Reprobado
8323749,LP,EST440,6095371,LP,II-2000,37,Reprobado
6169410,LP,EST440,6153276,LP,II-2002,79,Aprobado
6755399,LP,EST392,6858879,LP,II-2000,67,Aprobado
8260129,LP,INF391,6150980,LP,II-2011,98,Aprobado
6927260,LP,EST440,6087357,LP,I-2002,39,Reprobado
4250338,LP,EST140,6764063,LP,II-2014,69,Aprobado
8412330,LP,EST392,6798702,LP,II-2006,6,Reprobado
4312014,LP,INF324,538893,VE,I-2007,46,Reprobado
8356505,LP,EST280,4852497,LP,I-2000,60,Aprobado
6949853,LP,MAT320,5998313,LP,II-2008,20,Reprobado
4777949,LP,INF120,6139832,LP,II-2002,76,Aprobado
6761652,LP,FIS100,4830306,LP,I-2000,21,Reprobado
6094524,LP,MAT320,6837306,LP,II-2007,70,Aprobado
6778337,LP,EST140,5975560,LP,I-2012,93,Aprobado
8301162,LP,EST140,5966709,LP,I-2000,12,Reprobado
6800465,LP,INF391,6056909,LP,II-2000,49,Reprobado
4856270,LP,INF120,6853401,LP,II-2007,99,Aprobado
8356505,LP,INF320,5975560,LP,II-2011,54,Aprobado
